canonical_chain_id,canonical_chain_name,latest_paper_ready_year,final_risk_score,any_support,risk_bearing_ge2,material_risk_ge3,direct_funded_eq4,final_forms,providers,purposes,evidence_quote
S0266,Budget Blinds,2026,2,1,1,0,0,seller_fee_financing,franchisor,fee,"If you meet our credit standards, we will, at your request, provide financing as shown below. || Part of Tier 1 Territory Fee $56,000 ... 60 ... 10% ... || Although we have never done so, we have a right to sell your promissory note at a discount rate to a third party ... We do not guarantee any notes, leases, or obligations."
S5147,Budget Rent a Car,2026,1,1,0,0,0,passive_sba_directory_access,third_party,other,"Neither Budget nor its affiliates offers direct or indirect financing to Budget Franchise owners. || Budget does not guarantee your note, lease, vendor purchases, or any other obligation. || We are listed on the SBA Franchise Directory..."
U_9bc5f257,Budlong,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_f4e4b3f8,"BUE Franchising, LLC",2016,2,1,1,0,0,initial_fee_installment,franchisor,fee,"We may offer the option to finance Your Initial Fee only || The in-house financing option provides You with the option to finance one-half of your Initial Fee || we do not intend, but retain the right to sell off your Promissory Note to a third party"
S3749,Buff City Soap,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S0269,Buffalo Wild Wings,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guaranty your note, lease, or obligation."
S8406,Buffalo Wild Wings GO,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guaranty your note, lease, or obligation."
S0270,Buffalo Wings & Rings,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Wings and Rings does not offer direct or indirect financing. || Wings and Rings does not guarantee your note, lease or obligations to third parties."
S3769,Buffalo's Cafe,2025,4,1,1,1,1,passive_sba_directory_access | affiliate_equipment_lease,third_party | affiliate,equipment,"We are listed on the SBA Franchise Directory || We do not offer direct or indirect financing. We do not guarantee your notes, leases, or other obligations || you will have the option to purchase or lease the Cookie Equipment from our affiliate || make payments to our affiliate(s) in accordance with the terms of the Equipment Lease"
S0271,"Building Kidz Worldwide, LLC",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S5341,Buildingstars,2026,2,1,1,0,0,seller_fee_financing,franchisor,fee,"We may finance a portion of the Initial Franchise Fee, under the circumstances explained in Item 5, or Account Sales Fees. || Other than as described above, neither we nor any agent or Affiliate offers direct or indirect financing to you, guarantees any of your notes, leases or obligations, or has any practice or intent to sell, assign or discount to a 3rd party all or part of any of your financing arrangements."
S2671,Built Custom Burgers,2026,3,1,1,1,0,seller_store_purchase_financing | lease_guarantee | discretionary_financial_assistance_instrument_unspecified,franchisor | affiliate,store_acquisition | lease_site | other,"In addition, we may, in our sole discretion, provide a lease guarantee for an approved restaurant site. || If you purchase a corporate restaurant “as-is” that is owned and operated by one of our affiliates, we may finance up to 100% of the purchase price || The lender providing the financing is MTY Franchising USA, Inc. or one of our affiliates, whichever entity owns the restaurant. || We do not intend to sell, assign or discount to a third party any financing arrangement."
U_897d6285,"Built Franchise Systems, LLC",2016,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing, nor do we guarantee your obligations with third parties"
S0178,BULL CHICKS,2014,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing || We do not guarantee your note, lease or obligation"
U_8570b5c5,Bumble Bee Blinds,2025,2,1,1,0,0,seller_fee_financing,franchisor,fee,"We may, in limited circumstances and at our option, but under no circumstances are we obligated to, finance a portion of your Initial Franchise Fee || The Secured Promissory Note obligates you to pay us the amount of your Initial Franchise Fee that we agree to finance, plus interest at the rate set forth below, plus any fees set forth in the Secured Promissory Note. || Currently, we have no practice or intent of selling, assigning, or discounting to a third party any note, contract or other instrument that you execute, although we reserve the right to do so. || We do not guarantee your note or any other obligation."
S7807,Bumble Bee Blinds,2025,2,1,1,0,0,seller_fee_financing,franchisor,fee,"We may, in limited circumstances and at our option, but under no circumstances are we obligated to, finance a portion of your Initial Franchise Fee || you must sign a Secured Promissory Note and General Security Agreement || Except as described above, we do not offer direct or indirect financing. We do not guarantee your note or any other obligation."
S8114,BUMBLE ROOFING,2026,2,1,1,0,0,initial_fee_installment,franchisor,fee,"we may finance up to 80% of your franchise fee for up to 24 months, provided you sign the Promissory Note || We have not in the past and do not currently intend to sell, assign or discount to any third party the Note or any other financing document you sign."
S5138,Bumper Man,2026,2,1,1,0,0,initial_fee_installment,franchisor,fee,"We do not offer, directly or indirectly, any financing arrangements to any franchisee, except for a portion of the initial franchise fee to qualified franchisee operators || pay the remaining half (up to $25,000) in 120 equal semi-monthly installments during a five-year term at an interest rate of 10% per annum || Source of Financing  Bumper Man, Inc. || We will not guarantee any franchisee’s note, lease, or other obligation."
U_a0e12a90,"Bumtobox Franchise, LLC",2014,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not now, nor do we intend to, offer, directly or indirectly, any arrangements for financing your initial investment or the operation of your Franchised Business. || We do not offer direct or indirect financing to you or guarantee any note, lease, or obligation of yours in connection with the purchase or establishment of the Franchised Business."
S7675,Bunda,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We will not guarantee your note, lease or obligation."
U_38f98a22,"Bundy American, LLC",2016,4,1,1,1,1,affiliate_equipment_lease,affiliate,equipment,"Our affiliate, KFL, LLC, will lease up to 50 vehicles to Rent-A-Wreck franchisees who meet our minimum credit, geographic, and business management qualifications || All vehicles subject to the fleet leasing program will be titled and registered in the name of KFL || KFL retains title to all leased vehicles"
U_e80bc839,Buns on Fire,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligations."
U_c62f7e8d,Buona,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S8729,"Buona, Buona Beef",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S0273,Burger 21,2017,1,1,0,0,0,passive_sba_directory_access,third_party,other,"Wcido not offer direct or indirect financing. We: do not guarantee: your note, lease;or obligation. || Franchisees of the BURGER 21® system are eligible for expedited and streamlined SBA loan processing through the SBA's Franchise Registiy Program, www.franchiseregistry .com."
S0274,Burger Hut,2015,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing, nor do we guaranty your notes, leases or other obligations"
S0275,Burger King,2026,4,1,1,1,1,direct_loan | franchisor_real_estate_lease,franchisor | affiliate,store_acquisition | lease_site,we have agreed to finance all or a portion of the purchase price || We can assign the loan and our interest in any collateral. || we may lease or sublease the location to you || lease amounts are described in detail in Item 6 of this disclosure document
S3822,Burger Village,2023,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S0276,BurgerFi,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer, either directly or indirectly, any financing arrangements to you. We do not guarantee your notes, leases or other obligations."
S5229,Burgerim,2018,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer, either directly or indirectly, any financing arrangements to you || We do not guarantee your notes, leases or other obligations"
U_effd3f5b,"Burman Enterprises, LLC",2014,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any of your notes, leases or obligations || We do not receive direct or indirect payments for placing financing"
S0278,Burn Boot Camp Fitness,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your lease, note or obligation."
U_31623919,Burrito Bar Master,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer any direct or indirect financing. || We do not guarantee any of your notes, leases or obligations."
U_b7e8d2bd,"Burrito Holdings Franchise Services, Inc",2018,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing, and we do not guarantee your notes, leases, or other obligations."
U_f3082dda,"BurritoBar USA, Inc",2022,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_e270ed8f,"Business Partner Franchising, LLC",2014,1,1,0,0,0,sba_access_facilitation,third_party,other,"We do not currently offer direct or indirect financing || We do not guarantee your note, lease or obligation || Business Partner has successfully completed the SBA eligibility review process and is included in the Franchise Registry"
S8194,Busy Bee Jumpers,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligation."
U_ae2ad9be,"Butterfly Home Care, LLC",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligation."
U_ee5dbe9b,"BV Franchises, Inc",2014,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect fmancuig We wiU not guarantee your note, lease, or other obbgabon"
U_764db0b5,BW Premier Collection; BW Signature Collection,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We and our affiliates do not offer direct or indirect financing. || Neither we nor our affiliates will guarantee your note, lease, or obligation."
U_243d4120,"BYC Franchising, LLC",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer any direct or indirect financing or guarantee your note, lease or any other obligation."
S8568,Bye Bye Stumps,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations."
S8117,BYou Laser Clinic,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor any agent or affiliate currently directly or indirectly offer any financing to you, nor do we guarantee your lease or any of your other obligations."
U_570e28af,"C & M Cleaning Services, Inc",2018,2,1,1,0,0,initial_fee_installment,franchisor,fee,"At our sole discretion and if you qualify, we may offer you financing for your initial franchise fee through us or a third party. || The financed amount is evidenced by the Promissory Note for the Initial Franchise Fee (the “Promissory Note”) and is payable in 24, 30 or 36 equal monthly installments based on the Purchase Plan you choose. || We do not have any past or present practice to sell, assign or discount to any third party, in whole or in part, any financing arrangements."
U_eea3558c,"C.ALB FRANCHISING, INC",2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor any agent or affiliate offers || We do not guarantee vour note. leasOi or obligation of yours || no practice or intent to sell, assign or discount to a third party"
U_b86e4b9a,"C.T. Franchising Systems, Inc",2023,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee your note, lease, or obligation."
S2133,Cabin Coffee Co,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee any of your notes, leases or obligations."
S7117,Cabinet IQ,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation."
U_3715ee08,Cacao 70 (US) Inc,2018,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations."
U_a9cb6198,"Cafe & Bakery Group, LLC",2017,1,1,0,0,0,lender_referral,third_party,other,"Neither we nor any agent or affiliate offers du-ect or indu-ect financing to you, guarantees any note, lease or obligation of yours, or has any practice or intent to sell, assign, or discount to a third party all or any part of any financing arrangements of yours || However, we may divulge the names of sources utilized by our other fi’anchisees"
S8736,Cafe 86,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligations."
U_fee8b9b5,"Cafe en4& Bakery Group, LLC",2016,1,1,0,0,0,lender_referral,third_party,other,"Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any note, lease or obligation of yours || we may divulge the names of sources utilized by our other franchisees"
S0334,Caffebene,2016,1,1,0,0,0,third_party_equipment_leasing,third_party,equipment,"Neither we, nor any affiliate, will offer direct or indirect financing to you, or guarantee your note, lease or obligations || We may refer you to unaffiliated leasing companies for possible equipment leasing programs || We do not receive direct or indirect payments for placing financing"
U_41b64d94,Caffé Aronne,2024,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee any note, lease, or obligation on your behalf."
U_1526c6c8,"Café & Bakery Group, LLC",2018,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S8078,Café Mexicali,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not currently offer you any direct or indirect financing, nor do we receive any payments from any person offering financing to or arranging financing for a prospective CAFÉ MEXICALI Restaurant franchisee. || We do not guarantee your note, lease or any other financial obligation."
U_10713761,"CAG Franchise Service, LLC",2022,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee any note, lease, or obligation on your behalf."
U_250a6880,CAIT'S ESTATE SALES,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct financing. We do not guarantee your note, lease or obligation."
U_04012806,Cajun Global LLC,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing programs currently. || We do not guarantee your note, lease, or obligation."
S2341,CaliBurger,2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligations."
S2135,California Closets,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing to franchisees, but we reserve the right to do so in special circumstances, such as the sale of a franchise to a Company employee. || We do not guarantee any note, lease or obligation you may make to others."
U_69a447e0,"California Nico Caro and Co, Inc",2016,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not currently offer any direct or indirect financing in connection with the acquisition or Advertising of your franchise || We will not guarantee or otherwise support any loan, note, lease or other third-party obligations that you enter into to purchase or operate the Franchised Business || Neither we nor our affiliates receive any direct or indirect payments from any person for the placement of financing"
S6569,California Pizza Kitchen,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing to franchisees. || We will not guarantee your promissory note, lease, or other obligation."
U_25bd5192,California Pizza Kitchen,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing to franchisees. || We will not guarantee your promissory note, lease, or other obligation."
S7775,California Pools,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer financing to you, either directly or indirectly. || We do not guarantee your note, lease or other obligation."
S0335,California Tortilla,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor any of affiliate or agent of ours offers direct or indirect financing, or guarantees any of your notes, leases or obligations."
U_4b5441a2,"Call on Care, Inc",2019,0,0,0,0,0,no_financing_involvement,none,not_applicable,We do not offer direct or indirect financing. || We do not guarantee your lease or other any other obligations.
U_980fe211,CALLRN Franchise LLC,2018,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not currently offer direct or indirect financing. || We do not guarantee any of your notes, leases or obligations."
U_4aa0ceaf,"CALY, LLC",2018,2,1,1,0,0,initial_fee_installment,franchisor,fee,"We, m our sole discretion, may finance up to $5,000 of the initial franchise fee (see Item 5) || with the Promissory Note attached to the franchise agreement as Exhibit ""A-9"" || Other than allowing for monthly installment payments, neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any note, lease or obligation of yours, or has any practice or intent to sell, assign or discount to a third party all or any part of any financing arrangement of yours"
S0336,Cambria Hotels,2026,4,1,1,1,1,initial_fee_deferral | development_incentive_or_forgivable_loan | formal_third_party_financing_program | lender_referral_compensation,franchisor | third_party,fee | construction_conversion | equipment | other | inventory,"In our sole discretion and on approval of your credit, we may offer to finance the affiliation fee without interest. || We will fund the loan shortly after the Hotel opens and we receive the signed Capital Support Note from the franchisee. || Each Incentive will be evidenced by a 10-year forgivable incentive promissory note ... You may use the proceeds of the Note for any purpose related to the hotel. || We have entered into a non-exclusive Qualified Vendor agreement with a third party named Ascentium Capital LLC ... Choice will receive from ASCENTIUM CAPITAL LLC a flat payment of $15,000 annually. || We have not sold, assigned or discounted our commercial paper to anyone, nor do we intend to (although we are permitted to do so)."
U_2a85bc2b,Cambria Suites,2026,4,1,1,1,1,initial_fee_deferral | development_incentive_or_forgivable_loan | formal_third_party_financing_program | lender_referral_compensation,franchisor | third_party,fee | construction_conversion | equipment | other | inventory,"In our sole discretion and on approval of your credit, we may offer to finance the affiliation fee without interest. || We will fund the loan shortly after the Hotel opens and we receive the signed Capital Support Note from the franchisee. || Each Incentive will be evidenced by a 10-year forgivable incentive promissory note ... You may use the proceeds of the Note for any purpose related to the hotel. || We have entered into a non-exclusive Qualified Vendor agreement with a third party named Ascentium Capital LLC ... Choice will receive from ASCENTIUM CAPITAL LLC a flat payment of $15,000 annually. || We have not sold, assigned or discounted our commercial paper to anyone, nor do we intend to (although we are permitted to do so)."
S0337,Camille Albane,2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any note, lease or obligation of yours, or has any practice or intent to sell, assign or discount to a third party all or part of any financing arrangement of yours"
S0338,Camp Bow Wow,2026,2,1,1,0,0,initial_fee_installment,franchisor,fee,"We offer direct financing of the initial franchise fee for Conversion Franchisees (as described below). || If you pay us $15,000 of the initial franchise fee, we will finance $35,000 of the initial franchise fee (See Item 5). || We do not guarantee your note, lease, or obligations."
U_04159d6c,"Camp Camp Camper, LLC",2017,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct financing || We do not guarantee any note, lease or other of your obligations"
U_52dfcc13,Camp Jellystone,2025,2,1,1,0,0,initial_fee_installment,franchisor,fee,"At our discretion, we may allow you to pay 50% of the initial franchise fee upon execution of the Franchise Agreement and 50% by September 30. || We do not require a promissory note or other financing documents to be executed and we do not charge interest."
U_b010335f,"Camp Jellystone, Yogi Bear's Jellystone Park",2024,2,1,1,0,0,initial_fee_installment,franchisor,fee,"At our discretion, we may allow you to pay 50% of the initial franchise fee upon execution of the Franchise Agreement and 50% by September 30. || We do not require a promissory note or other financing documents to be executed and we do not charge interest."
U_88b1feb8,CAMP Margaritaville,2026,4,1,1,1,1,discretionary_financial_assistance_instrument_unspecified,franchisor,construction_conversion,"However, occasionally we may offer financial assistance to franchisees developing new Camp Margaritaville Resorts or converting existing properties from other brands to the Camp Margaritaville System. || The terms of any financial assistance, including amount, interest rate, and repayment terms, will vary widely and depend on our agreement with the franchisee and its particular circumstances."
S0339,Camp Run-A-Mutt,2024,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_c0cae6c6,CAMPspace Franchising LLC,2022,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligation."
U_0cea77ab,"Can Am Pizza Franchising, LLC",2018,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee any of your notes, leases or obligations."
S0340,Candlewood Suites,2026,4,1,1,1,1,direct_loan | loan_guarantee,franchisor | affiliate,other,"Holiday does not offer any formal program for direct or indirect financing. || Holiday, SCH or its affiliate, General Innkeeping Acceptance Corporation (“GIAC”), may furnish loans or guaranties to licensees. || It is your responsibility alone to obtain adequate financing for all expenses related to the development, opening and operation of the Hotel."
S7755,Candy Cloud,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee any note, lease, or obligation on your behalf."
U_c9d40577,"Canine Dimensions Franchising, LLC",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or any other obligation."
U_dcfb7cef,Cannoli Kitchen Pizza,2024,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligations."
U_0827ddb7,Canopy,2026,2,1,1,0,0,initial_fee_deferral | third_party_vehicle_financing | lender_referral_compensation,franchisor | third_party,fee | equipment,"Under limited circumstances we may allow for a partial deferral or make optional financing available to qualifying existing franchisees. || we may finance up to 80% of your franchise fee for up to 24 months, provided you sign the Promissory Note || Enterprise is unaffiliated with us. || Except as described above, we do not offer direct or indirect financing. We do not guarantee your note, lease or obligation. || We have not in the past and do not currently intend to sell, assign or discount to any third party the Note or any other financing document you sign."
S3129,Canopy and Canopy by Hilton,2026,4,1,1,1,1,initial_fee_installment | development_incentive_or_forgivable_loan | discretionary_mezzanine_loan_or_guarantee,franchisor,fee | construction_conversion | other,"we may occasionally allow payment of the Franchise Application Fee in installments over a limited time period before the start of construction work on your Hotel. || We may, in our sole discretion, offer incentives for new hotels (“Incentives”). An Incentive is a financial contribution that we make to assist with the development or conversion of your Hotel. || An Incentive is not a loan, it is a contingent liability. || in unique or rare circumstances we may choose to offer other types of financing such as, for example, a mezzanine loan or a guaranty of your note, lease, or other obligations."
S8079,Canopy Lawn Care,2026,2,1,1,0,0,seller_fee_financing | third_party_equipment_leasing | lender_referral_compensation,franchisor | third_party,fee | equipment,"we may finance up to 80% of your franchise fee for up to 24 months || We have not in the past and do not currently intend to sell, assign or discount to any third party the Note or any other financing document you sign. || Enterprise is unaffiliated with us. || In consideration for referring a prospective franchisee to Lessor, Lessor may pay for a sponsorship at the annual conference. || Except as described above, we do not offer direct or indirect financing. We do not guarantee your note, lease or obligation."
U_17100f90,Canteen,2026,4,1,1,1,1,initial_fee_deferral | direct_loan | seller_store_purchase_financing | loan_guarantee,franchisor | third_party,fee | working_capital | store_acquisition | other,"we will advance you a certain amount (the “Advance”) ... which will be repaid by offset against rebates || we may allow you to defer payment of a portion of the purchase price ... or we may offer a conditional letter of credit to help the franchisee secure a loan from a third party || The financial assistance would be in the form of a loan or guaranty of a note || We have not in the past sold, assigned, or discounted to a third party, in whole or in part, any note, contract or other instrument executed by a franchisee"
U_f52207dc,Canteen,2026,4,1,1,1,1,initial_fee_deferral | direct_loan | seller_store_purchase_financing | loan_guarantee,franchisor | third_party,fee | store_acquisition | working_capital | other | fee | working_capital | store_acquisition | other,"we will advance you a certain amount (the ""Advance""), the exact amount to be negotiated between you and us, but approximately ½% of your anticipated quarterly revenue, which will be repaid by offset against rebates that will become payable to you as described in Item 8 above. || Your Initial Franchise Fee will also be repaid by offset against these rebates. || In circumstances where you purchase one of our branch operations under the Asset Purchase Agreement (Exhibit B), we may allow you to defer payment of a portion of the purchase price on terms and conditions negotiated by the parties or we may offer a conditional letter of credit to help the franchisee secure a loan from a third party to pay a portion of the purchase price. || The financial assistance would be in the form of a loan or guaranty of a note, and would help the franchisee secure a loan from a third party of franchisee's choice to cover ongoing franchise obligations, or to assist in the buyout of ownership interests, or in connection with the franchisee's acquisition of new business or as a small advancement of expected future volume allowances that we would have eventually passed back to the franchisee. || We have not in the past sold, assigned, or discounted to a third party, in whole or in part, any note, contract or other instrument executed by a franchisee, nor do we intend to do so in the future."
S0341,Canteen Vending Services,2016,4,1,1,1,1,direct_loan | initial_fee_deferral | seller_store_purchase_financing | loan_guarantee | passive_sba_directory_access,franchisor | third_party,fee | store_acquisition | working_capital | other,we will advance you a certain amount (the “Advance”) || Your Initial Francluse Fee wiU also be repaid by offset against these rebates. || we may allow you to defer payment of a portion of the purchase pnce || we may offer a conditional letter of credit to help the francliisee secure a loan from a third part)' || The financial assistance would be in the fomi of a loan or guaranty of a note || Franchisees of die Canteen system are eligible for expedited and streamlined SBA loan processing through the SBA’s Francliise Registr)' Program
S6731,Cap't Loui,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation."
U_ac27f4b6,"Capital Laser Franchise, LLC",2024,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer, either directly or indirectly, any financing arrangements to you. || We do not guarantee your notes, leases, or other obligations."
S0343,Capriotti's Sandwich Shop,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation."
S0344,Captain D's,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor any of our affiliates offer, directly or indirectly, any financing arrangements to our franchisees. || We do not guarantee your notes, leases or other obligations."
S8536,Caption by Hyatt,2026,4,1,1,1,1,discretionary_financial_assistance_instrument_unspecified,franchisor,construction_conversion,"However, in some cases we periodically may offer financial assistance to franchisees developing new Brand Hotels or converting existing hotels from other brands to the Hotel System. || The terms of any financial assistance, including amount, interest rate, and repayment terms, will vary widely and depend on our agreement with the franchisee and its particular circumstances. || Neither we nor our affiliates guarantee your note, lease or obligation."
U_3bdc9261,Car Doctor Plus,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_17409fa9,Carbone's Pizza; Carbone's Pizzeria,2026,1,1,0,0,0,lender_referral,third_party,other,"We do not offer direct or indirect financing. || M & T Pizza may, if requested by you provide you with a list of banks you may contact regarding financing. || We do not guarantee your note, lease, or any other obligation you may have to another party."
S7614,Card My Yard,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing, and we do not guarantee your notes, leases or other obligations."
S0345,Cardio Barre,2016,1,1,0,0,0,passive_sba_directory_access | sba_access_facilitation,third_party,other,"We do not offer direct or indirect financing. We do not guarantee your note, lease or obligation. || Franchisees Licensees of the Cardio Barre system are eligible for expedited and streamlined Small Business Administration (""SBA"") loan processing through the SBA’s Franchise Registry Program, www.franchiseregistry.com."
U_078ae6c5,Care Homes,2024,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation."
S7358,Care with LOVE,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"Neither we nor any of our affiliates offer direct or indirect financing. || Neither we nor any of our affiliates will guarantee your lease, note, or other obligations."
U_c398ffe8,"CareBuilders At Home, Inc",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
U_56a306bd,CareDiem,2025,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S3123,CarePatrol,2026,2,1,1,0,0,seller_fee_financing | additional_territory_financing | promissory_note | lender_referral,franchisor | third_party,fee,"we may agree to finance up to 50% of the Initial Franchise Fee for qualified prospective franchisees under specified terms and conditions || We may, in limited circumstances, agree to finance a portion of any expansion fee for qualified franchisees at a 10% interest rate under specified terms and conditions. || If we refer you to a third-party lender for financing, we may agree to take a short-term promissory note (in a form we provide to you) until your financing is arranged. || We may sell, assign or discount any promissory note or other obligation arising out of the Franchise Agreement to a third-party. || We do not guarantee your obligations to third parties."
S4313,"Caribou Coffee Development Company, Inc",2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S2326,"Caring For People Services, Inc",2016,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation."
S0346,Caring Senior Service,2025,2,1,1,0,0,initial_fee_installment,franchisor,fee,"we may offer you financing for a portion of your initial franchise fee, up to a maximum of 50% of the total initial franchise fee which would be due to us. || At least 50% of the total initial franchise fee under each franchise agreement you intend to sign must be paid at signing and the full remainder may be financed with us. || We do not assign or discount to third parties notes, contracts or other instruments executed by you or other licensees, but we reserve the right to take, pledge and assign or discount to third parties in the future notes, contracts or other instruments executed by you or other franchisees should we determine, in our sole discretion, that this action is advisable or in our best interest."
S0347,Caring Transitions,2026,0,0,0,0,0,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee your note, lease, or obligation."
