canonical_chain_id,canonical_chain_name,year,final_risk_score,final_score_status,paper_ready,n_documents,n_unique_item10_versions,sources,final_forms,providers,purposes,evidence_quote,full_item10_text_available
S5499,EVEN Hotels,2024,4,CONSENSUS,1,3,1,MN | NASAA,direct_loan | franchisor_discretionary_loan_guarantee,franchisor | affiliate,other,"Holiday, SCH or its affiliate, General Innkeeping Acceptance Corporation, (“GIAC”) may furnish loans or guaranties to licensees. || Holiday does not offer any formal program for direct or indirect financing.",1
S5499,EVEN Hotels,2025,4,CONSENSUS,1,1,1,NASAA,direct_loan | loan_guarantee,franchisor | affiliate,other,"Holiday does not offer any formal program for direct or indirect financing. Holiday, SCH or its affiliate, General Innkeeping Acceptance Corporation, (“GIAC”) may furnish loans or guaranties to licensees. || Holiday, SCH and GIAC consider making loans or guaranties under terms and conditions that would be negotiated on a case-by-case basis",1
S5499,EVEN Hotels,2026,4,CONSENSUS,1,2,1,NASAA,direct_loan | loan_guarantee,franchisor | affiliate,other,"Holiday does not offer any formal program for direct or indirect financing. || Holiday, SCH or its affiliate, General Innkeeping Acceptance Corporation (“GIAC”), may furnish loans or guaranties to licensees. || It is your responsibility alone to obtain adequate financing for all expenses related to the development, opening and operation of the Hotel.",1
S2355,Event Prep,2017,0,CONSENSUS,1,2,2,CA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We will not guarantee your note, lease or other obligations.",1
S4942,Everbowl,2022,0,CONSENSUS,1,5,4,CA | NASAA,no_financing_involvement,none,not_applicable,"We do not offer, either directly or indirectly, any financing arrangements to you. || We do not guarantee your notes, leases or other obligations.",1
S4942,Everbowl,2023,0,CONSENSUS,1,2,1,NASAA,no_financing_involvement,none,not_applicable,"We do not directly or indirectly offer any financing arrangements to you. || We do not guarantee your notes, leases or other obligations.",1
S4942,Everbowl,2024,0,CONSENSUS,1,2,1,MN | NASAA,no_financing_involvement,none,not_applicable,"We do not directly or indirectly offer any financing arrangements to you. || We do not guarantee your notes, leases or other obligations.",1
S4942,Everbowl,2025,0,CONSENSUS,1,2,1,MN | NASAA,no_financing_involvement,none,not_applicable,"We do not directly or indirectly offer any financing arrangements to you. || We do not guarantee your notes, leases or other obligations.",1
S4942,Everbowl,2026,0,CONSENSUS,1,2,1,NASAA | WI,no_financing_involvement,none,not_applicable,"We do not directly or indirectly offer any financing arrangements to you. We do not guarantee your notes, leases or other obligations.",1
U_b7972f47,Everguard Repellent Pros,2026,0,CONSENSUS,1,2,1,NASAA_NON_SBA | WI,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee any note, lease, or obligation on your behalf.",1
U_5c455286,Everhome,2022,4,CONSENSUS,1,1,1,NASAA_NON_SBA,initial_fee_deferral | discretionary_financial_assistance_instrument_unspecified | development_incentive_or_forgivable_loan | formal_third_party_financing_program | lender_referral_compensation,franchisor | third_party,fee | equipment | inventory | construction_conversion | other,"we may offer to finance the affiliation fee without interest. In that event, you must sign a promissory note || Each Diversity and Veteran Incentive we make for a hotel using the EVERHOME SUITES Marks will be for $3,000 per room in the hotel (maximum of $300,000). Each incentive will be evidenced by a 10-year forgivable incentive promissory note || we may provide select capital support to help offset the costs associated with developing a hotel within the Choice franchise system || We have entered into a non-exclusive Qualified Vendor agreement with a third party named PMC Commercial Trust ... Choice will receive from PMC a flat payment of $10,000 annually",0
U_5c455286,Everhome,2023,4,CONSENSUS,1,1,1,NASAA_NON_SBA,formal_third_party_financing_program | third_party_equipment_leasing | third_party_construction_loan | lender_referral_compensation | seller_fee_financing | development_incentive_or_forgivable_loan,franchisor | third_party,fee | construction_conversion | equipment | inventory | working_capital | other,"we may offer to finance the affiliation fee without interest || We will fund the loan shortly after the Hotel opens and we receive the signed Capital Support Note from franchisee. || We will pay the proceeds of the Diversity Note to you only after the Opening Date of your hotel. || We have entered into a non-exclusive Qualified Vendor agreement with a third party named PMC Commercial Trust || We have not sold, assigned or discounted our commercial paper to anyone, nor do we intend to",0
U_5c455286,Everhome,2024,4,CONSENSUS,1,1,1,NASAA_NON_SBA,initial_fee_deferral | development_incentive_or_forgivable_loan | formal_third_party_financing_program | lender_referral_compensation,franchisor | third_party,fee | construction_conversion | equipment | inventory | working_capital | other,"we may offer to finance the affiliation fee without interest. In that event, you must sign a promissory note || We will fund the loan shortly after the Hotel opens and we receive the signed Capital Support Note from franchisee. || We will pay the proceeds of the Diversity Note to you only after the Opening Date of your hotel. || In consideration of Choice’s agreement to grant PMC access to our marketing channels, Choice will receive from PMC a flat payment of $10,000 annually. || We have not sold, assigned or discounted our commercial paper to anyone, nor do we intend to (although we are permitted to do so).",1
U_5c455286,Everhome,2025,4,CONSENSUS,1,1,1,NASAA_NON_SBA,initial_fee_deferral | development_incentive_or_forgivable_loan | formal_third_party_financing_program | lender_referral_compensation,franchisor | third_party,fee | equipment | inventory | construction_conversion | other,"we may offer to finance the affiliation fee without interest || We will fund the loan shortly after the Hotel opens and we receive the signed Capital Support Note from the franchisee. || Each Incentive will be evidenced by a 10-year forgivable incentive promissory note || We have entered into a non-exclusive Qualified Vendor agreement with a third party named PMC Commercial Trust || In consideration of Choice’s agreement to grant PMC access to our marketing channels, Choice will receive from PMC a flat payment of $10,000 annually. || We have not sold, assigned or discounted our commercial paper to anyone",0
U_83ed879c,Everhome Suites,2024,4,CONSENSUS,1,1,1,MN,initial_fee_deferral | development_incentive_or_forgivable_loan | formal_third_party_financing_program | lender_referral_compensation,franchisor | third_party,fee | construction_conversion | equipment | inventory | working_capital | other,"we may offer to finance the affiliation fee without interest. In that event, you must sign a promissory note || We will fund the loan shortly after the Hotel opens and we receive the signed Capital Support Note from franchisee. || We will pay the proceeds of the Diversity Note to you only after the Opening Date of your hotel. || In consideration of Choice’s agreement to grant PMC access to our marketing channels, Choice will receive from PMC a flat payment of $10,000 annually. || We have not sold, assigned or discounted our commercial paper to anyone, nor do we intend to (although we are permitted to do so).",1
S7069,Everline Coatings and Services,2022,0,CONSENSUS,1,1,1,NASAA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.",1
S7069,Everline Coatings and Services,2023,0,CONSENSUS,1,3,1,NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.",1
S7069,Everline Coatings and Services,2024,0,CONSENSUS,1,7,1,MN | NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.",1
S7069,Everline Coatings and Services,2025,0,CONSENSUS,1,4,1,MN | NASAA | WI,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.",1
S7069,Everline Coatings and Services,2026,0,CONSENSUS,1,2,1,NASAA_NON_SBA | WI,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.",1
U_4015c923,Everything Christmas Stores,2024,0,CONSENSUS,1,1,1,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,We do not offer direct or indirect financing. || We do not guarantee your lease or other obligations.,0
U_4015c923,Everything Christmas Stores,2025,0,CONSENSUS,1,1,1,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,We do not offer direct or indirect financing. || We do not guarantee your lease or other obligations.,0
U_7730be36,"Everything Yogurt Brands, LLC",2015,3,CONSENSUS,1,3,3,CA,lease_guarantee | sba_access_facilitation | sba_access_facilitation | franchisor_lease_payment_guarantee | sba_access_facilitation | lease_guarantee,franchisor | third_party,lease_site | other | other | lease_site,"we cooperate with the Small Business Administration approved lenders and will work with you to help you process SBA funding through any approved lender || We do not customarily guarantee any of your notes, leases, or other obligations to third parties although we have, from time to time, given certain linuted guaranties on leases (but we have no obligation to do so) || Before we agree to provide a limited guaranty of your lease with a third party, you must have acceptable credit and our limited guaranty is given only when it is the only way to obtain an exceptional location",1
U_7730be36,"Everything Yogurt Brands, LLC",2018,3,CONSENSUS,1,6,6,CA,sba_access_facilitation | lease_guarantee | sba_access_facilitation | lease_guarantee | franchisor_lease_payment_guarantee,affiliate | third_party | third_party | affiliate | third_party | affiliate | franchisor,lease_site | other | other | lease_site,"we cooperate with the Small Business Administration approved lenders and will work with You to help You process SBA funding through any approved lender. || In certain limited situations, our affiliate may provide a limited guaranty of your lease with a third party, if you have acceptable credit and it is the only way to obtain an exceptional location. || If we are a lessee of the franchised premises and we obtain the permission of the lessor, we will sublease the premises to you upon the terms and conditions of the Primary Lease",1
U_99c96b1d,"EWC Franchise, LLC",2018,1,CONSENSUS,1,1,1,CA,passive_sba_directory_access,third_party,other,We do not offer direct or indirect financing || We do not guarantee your lease or other obligations || Franchisees of the European Wax Center® franchise System are eligible for expedited and streamlined Small Business Administration (SBA) loan processing through the SBA’s Franchise Registry Program,1
U_99c96b1d,"EWC Franchise, LLC",2024,1,CONSENSUS,1,2,1,NASAA | NASAA_NON_SBA,passive_sba_directory_access,third_party,other,"We do not offer direct or indirect financing. We do not guarantee your lease or any of your other obligations. || Franchisees of the European Wax Center® franchise system are eligible for expedited and streamlined Small Business Administration (SBA) loan processing through the SBA’s Franchise Registry Program, www.franchiseregistry.com.",1
U_99c96b1d,"EWC Franchise, LLC",2025,1,CONSENSUS,1,6,1,NASAA | NASAA_NON_SBA,passive_sba_directory_access,third_party,other,"We do not offer direct or indirect financing. We do not guarantee your lease or any of your other obligations. || Franchisees of the European Wax Center® franchise system are eligible for expedited and streamlined Small Business Administration (SBA) loan processing through the SBA’s Franchise Registry Program, www.franchiseregistry.com.",1
U_88e441ba,"ExecuStay Franchising, LLC",2015,0,CONSENSUS,1,1,1,CA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing for ExecuStay businesses || We do not guarantee any of your financing, loans, or other obligations",1
U_d2de1f27,Executive Care,2021,0,CONSENSUS,1,1,1,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or any other obligation.",1
U_d2de1f27,Executive Care,2022,0,CONSENSUS,1,1,1,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or any other obligation.",1
U_d2de1f27,Executive Care,2024,0,CONSENSUS,1,2,2,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or any other obligation.",1
U_d2de1f27,Executive Care,2025,0,CONSENSUS,1,2,1,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or any other obligation.",1
U_d2de1f27,Executive Care,2026,0,CONSENSUS,1,1,1,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee any of your notes, leases or obligations.",0
S0587,Executive Care Your Home Care Company,2025,0,CONSENSUS,1,1,1,WI,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or any other obligation.",1
S0587,Executive Care Your Home Care Company,2026,0,CONSENSUS,1,1,1,WI,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guarantee any of your notes, leases or obligations.",0
U_e9cefb60,"Executive Care, LLC",2022,0,CONSENSUS,1,1,1,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or any other obligation.",1
U_e9cefb60,"Executive Care, LLC",2023,0,CONSENSUS,1,2,1,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or any other obligation.",1
U_7cd54dd3,Executive Group of Maintenance Companies Inc,2015,2,CONSENSUS,1,1,1,CA,seller_fee_financing_incomplete_terms,franchisor,fee,"for current employees of EGM & persons wishing to purchase an EGM Unit-Franchise, EGM does offer financing (See Exhibit F) || EGM does not guarantee your note, lease or other obligations concerning your franchise operations",1
U_7cd54dd3,Executive Group of Maintenance Companies Inc,2016,2,CONSENSUS,1,1,1,CA,discretionary_financial_assistance_instrument_unspecified,franchisor,other,"Generally, EGM does not offer direct or indirect financing. However, for current employees of EGM & persons wishing to purchase an EGM Unit-Franchise, EGM does offer financing (See Exhibit F) || EGM does not guarantee your note, lease or other obligations concerning your franchise operations",1
U_7cd54dd3,Executive Group of Maintenance Companies Inc,2017,2,CONSENSUS,1,1,1,CA,discretionary_financial_assistance_instrument_unspecified,franchisor,other,"Generally, EGM does not offer direct or indirect financing. However, for current employees of EGM & persons wishing to purchase an EGM Unit-Franchise, EGM does offer financing (See Exhibit F) || EGM does not guarantee your note, lease or other obligations concerning your franchise operations",1
U_7cd54dd3,Executive Group of Maintenance Companies Inc,2018,2,CONSENSUS,1,1,1,CA,discretionary_financial_assistance_instrument_unspecified,franchisor,other,"Generally, EGM does not offer direct or indirect financing. However, for current employees of EGM & persons wishing to purchase an EGM Unit-Franchise, EGM does offer financing (See Exhibit F) || EGM does not guarantee your note, lease or other obligations concerning your franchise operations",1
U_22c86fca,"Executive Home Care Franchising, LLC",2014,,UNRESOLVED_SCORE_CONFLICT,0,5,5,CA,no_financing_involvement | passive_sba_directory_access,none | third_party,not_applicable | other,"We do not offer direct or indirect financing || We do not guarantee your note, lease or any other obligation || Our franchisees may be eligible for expedited and streamlined U S Small Business Association (""SBA"") loan processing through the SBA's Franchise Registry Program",1
U_22c86fca,"Executive Home Care Franchising, LLC",2017,0,CONSENSUS,1,2,2,CA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing || We do not guarantee your note, lease or any other obligation",1
U_22c86fca,"Executive Home Care Franchising, LLC",2024,0,CONSENSUS,1,1,1,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or any other obligation.",1
U_7a239dcc,"EXECUTIVE RESIDENCY BY BEST WESTERN, VIB, GLO, AIDEN, SADIE BEST WESTERN, BEST WESTERN PLUS, BEST WESTERN PREMIER",2025,0,CONSENSUS,1,1,1,MN,no_financing_involvement,none,not_applicable,"We and our affiliates do not offer direct or indirect financing. || Neither we nor our affiliates will guarantee your note, lease, or obligation.",1
U_16c78624,"Eximius Mobile Services, Inc",2015,0,CONSENSUS,1,1,1,CA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing to you, nor do we guarantee any note, lease, or other obligation you make to third parties",1
U_a42b2fb0,EXIT,2023,0,CONSENSUS,1,1,1,NASAA,no_financing_involvement,none,not_applicable,EXIT NY METRO does not offer financing to you. || EXIT and EXIT NY METRO do not guarantee your lease or any other financial obligation you may enter into in connection with your business.,1
U_a42b2fb0,EXIT,2024,0,CONSENSUS,1,1,1,NASAA,no_financing_involvement,none,not_applicable,EXIT NY METRO does not offer financing to you. || EXIT and EXIT NY METRO do not guarantee your lease or any other financial obligation you may enter into in connection with your business.,1
S8208,Exit Factor,2024,0,CONSENSUS,1,4,1,MN | NASAA,no_financing_involvement,none,not_applicable,"Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any note, lease, or obligation of yours, or has any practice or intent to sell, assign, or discount to a third party all or any part of any financing arrangement of yours.",1
S8208,Exit Factor,2025,0,CONSENSUS,1,7,7,MN | NASAA,no_financing_involvement,none,not_applicable,"Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any note, lease, or obligation of yours, or has any practice or intent to sell, assign, or discount to a third party all or any part of any financing arrangement of yours.",1
S8208,Exit Factor,2026,0,CONSENSUS,1,5,4,NASAA | NASAA_NON_SBA | WI,no_financing_involvement,none,not_applicable,"Neither we nor any agent or affiliate offers direct or indirect financing to you, guarantees any note, lease, or obligation of yours, or has any practice or intent to sell, assign, or discount to a third party all or any part of any financing arrangement of yours.",1
U_1ec49159,EXIT Realty Corp. International,2025,0,CONSENSUS,1,1,1,WI,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || EXIT and EXIT Realty Upper Midwest do not guarantee your note, lease or any other financial obligation you may enter into in connection with your business.",0
S3382,Exit Realty New York Metro,2022,0,CONSENSUS,1,1,1,NASAA,no_financing_involvement,none,not_applicable,EXIT NY METRO does not offer financing to you. || EXIT and EXIT NY METRO do not guarantee your lease or any other financial obligation you may enter into in connection with your business.,1
S3382,Exit Realty New York Metro,2024,0,CONSENSUS,1,1,1,NASAA,no_financing_involvement,none,not_applicable,EXIT NY METRO does not offer financing to you. || EXIT and EXIT NY METRO do not guarantee your lease or any other financial obligation you may enter into in connection with your business.,1
S3382,Exit Realty New York Metro,2025,0,CONSENSUS,1,1,1,NASAA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || EXIT and EXIT NY METRO do not guarantee your note, lease or any other financial obligation you may enter into in connection with your business.",1
S5855,EXIT Realty Virginia,2021,0,CONSENSUS,1,1,1,NASAA,no_financing_involvement,none,not_applicable,EXIT Realty Virginia does not offer financing to you. || EXIT Realty Virginia does not guarantee your lease or any other financial obligation you may enter into in connection with your business.,1
U_118500a2,Exotic Snack Guys,2026,0,CONSENSUS,1,2,1,NASAA_NON_SBA | WI,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or obligation.",1
S0588,Expedia CruiseShipCenters,2014,1,CONSENSUS,1,1,1,CA,sba_access_facilitation,third_party,other,"We do not offer direct or indirect financing || We do not guaranty your notes, leases or obligations || eligible for expedited and streamlined Small Business Administration (SBA) loan processing through the SBA's Franchise Registry Program",1
S0588,Expedia CruiseShipCenters,2018,0,CONSENSUS,1,2,1,CA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We do not guaranty your notes, leases or obligations. || Franchisees of the Expedia® CruiseShipCenters® System may be eligible for Small Business Administration (SBA) loan guarantees through your lender.",1
S0588,Expedia CruiseShipCenters,2026,1,CONSENSUS,1,1,1,WI,sba_access_facilitation,third_party,other,"We do not offer direct or indirect financing for your initial investment or any capital expenditures. || Franchisees of the Expedia Cruises® System may be eligible for Small Business Administration (SBA) loan guarantees through your lender. || If you are eligible for an SBA loan guaranty, we and you will be required to sign a mandatory, non-negotiable two-page 'Addendum to Franchise Agreement.' (SBA Form 2462).",0
S4141,Expense Reduction Analysts,2016,0,CONSENSUS,1,1,1,CA,no_financing_involvement,none,not_applicable,"We do not offer, either directly or indirectly, any financing to you. || We do not guarantee your notes, leases or other obligations.",1
S4141,Expense Reduction Analysts,2017,0,CONSENSUS,1,2,2,CA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligations.",1
S4141,Expense Reduction Analysts,2018,0,CONSENSUS,1,3,2,CA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligations.",1
S4141,Expense Reduction Analysts,2022,0,CONSENSUS,1,2,1,NASAA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligations.",1
S4141,Expense Reduction Analysts,2023,0,CONSENSUS,1,4,2,NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligations.",1
S4141,Expense Reduction Analysts,2024,0,CONSENSUS,1,4,1,MN | NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligations.",1
S4141,Expense Reduction Analysts,2025,0,CONSENSUS,1,6,2,MN | NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligations.",1
S4141,Expense Reduction Analysts,2026,0,CONSENSUS,1,2,1,MN | NASAA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease or other obligations.",1
S4217,Express Employment Professionals,2022,4,CONSENSUS,1,1,1,NASAA,direct_loan | seller_inventory_or_equipment_credit,franchisor,working_capital | other | store_acquisition | equipment,"if You qualify for and participate in the BTO program, we will provide financing to You || We will finance up to $250,000 to cover the initial investment (excluding franchise fees) and operating capital. || The initial advance made by Us will not exceed Two Hundred Thousand Dollars ($200,000.00) and may be used solely for purposes of Your acquisition of an Express Employment Professionals franchise business. || We will be the lender, and You will be required to sign a Promissory Note. || We may assign Your Promissory Note to a third party who may be immune under the law to any defenses to payment You may have against Us. || We do not guarantee Your notes, lease, or other obligations.",1
S4217,Express Employment Professionals,2023,4,CONSENSUS,1,2,1,NASAA | NASAA_NON_SBA,direct_loan | seller_inventory_or_equipment_credit,franchisor,working_capital | store_acquisition | equipment | other,"we will provide financing to You once You sign the Franchise Agreement and the BTO Program Addendum || We will finance up to $250,000 to cover the initial investment (excluding franchise fees) and operating capital. || We will be the lender, and You will be required to sign a Promissory Note. || We do not guarantee Your notes, lease, or other obligations.",1
S4217,Express Employment Professionals,2024,4,CONSENSUS,1,3,1,MN | NASAA | NASAA_NON_SBA,direct_loan | seller_inventory_or_equipment_credit,franchisor,fee | equipment | working_capital | store_acquisition | other,"As described in Item 1 above, if You qualify for and participate in the BTO program, we will provide financing to You once You sign the Franchise Agreement and the BTO Program Addendum || We will finance up to $250,000 to cover the initial investment (excluding franchise fees) and operating capital. || If You decide to obtain financing from Us for such purchase, and We decide, in Our sole discretion, to provide financing to You, You will be required to sign a Promissory Note || We may assign Your Promissory Note to a third party who may be immune under the law to any defenses to payment You may have against Us. || We do not guarantee Your notes, lease, or other obligations.",1
S4217,Express Employment Professionals,2025,4,CONSENSUS,1,4,2,NASAA | NASAA_NON_SBA,direct_loan,franchisor,working_capital | store_acquisition | equipment | fee | other | working_capital | store_acquisition | fee | equipment | other,"we will provide financing to You once You sign the Franchise Agreement and the BTO Program Addendum || We will be the lender, and You will be required to sign a Promissory Note. || We may assign Your Promissory Note to a third party who may be immune under the law to any defenses to payment You may have against Us. || See Items 5 and 11 for more details on the price of the required Computer System purchased through Us",1
S4217,Express Employment Professionals,2026,4,CONSENSUS,1,3,1,NASAA | NASAA_NON_SBA | WI,direct_loan | seller_inventory_or_equipment_credit,franchisor,fee | equipment | working_capital | store_acquisition | other,"if You qualify for and participate in the BTO program, we will provide financing to You || We will finance up to $250,000 to cover the initial investment (excluding franchise fees) and operating capital. || We will be the lender, and You will be required to sign a Promissory Note. || We may assign Your Promissory Note to a third party who may be immune under the law to any defenses to payment You may have against Us.",1
S8548,Extended Stay America Premier Suites,2022,0,CONSENSUS,1,1,1,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S8548,Extended Stay America Premier Suites,2023,0,CONSENSUS,1,3,1,NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S8548,Extended Stay America Premier Suites,2024,0,CONSENSUS,1,3,1,NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S8548,Extended Stay America Premier Suites,2025,0,CONSENSUS,1,2,1,NASAA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S8548,Extended Stay America Premier Suites,2026,0,CONSENSUS,1,3,1,NASAA | NASAA_NON_SBA | WI,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S8549,Extended Stay America Select Suites,2022,0,CONSENSUS,1,2,1,NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S8549,Extended Stay America Select Suites,2023,0,CONSENSUS,1,4,1,NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S8549,Extended Stay America Select Suites,2024,0,CONSENSUS,1,3,2,NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S8549,Extended Stay America Select Suites,2025,0,CONSENSUS,1,3,1,NASAA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S8549,Extended Stay America Select Suites,2026,0,CONSENSUS,1,2,1,NASAA | WI,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S5432,Extended Stay America Suites,2022,0,CONSENSUS,1,1,1,NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S5432,Extended Stay America Suites,2023,0,CONSENSUS,1,2,1,NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S5432,Extended Stay America Suites,2024,0,CONSENSUS,1,3,1,NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S5432,Extended Stay America Suites,2025,0,CONSENSUS,1,2,1,NASAA | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S5432,Extended Stay America Suites,2026,0,CONSENSUS,1,3,1,NASAA | NASAA_NON_SBA | WI,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
S2440,"ExtraMile Convenience Stores, LLC - Franchise Agreement",2018,4,CONSENSUS,1,1,1,CA,development_incentive_or_forgivable_loan,franchisor,construction_conversion | equipment,"Company currently offers the three Incentive Programs described in the table below under which Company will provide an allowance (the “Incentive Allowance”) to help defray your cost of building or converting your Store to the ExtraMile-branded format and designs || Company will pay the contractor from the Incentive Allowance || Company will procure your Store Equipment from the Incentive Allowance || You are only required to repay the Incentive Allowance to Company under the conditions described below and m the Incentive Agreement. You do not repay Company the Incentive Allowance if you remain in operation as an ExtraMile franchisee for at least 10 full years || Company and its affiliates have no past practice or future intent of selling, assigning or discounting franchisee financing arrangements to a third party",1
U_01848a90,Extreme Art Studio,2024,0,CONSENSUS,1,2,1,MN | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or other obligation.",1
S0594,Extreme Pizza,2017,0,CONSENSUS,1,1,1,CA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing || We will not guarantee your note, lease or other obligations",1
S0594,Extreme Pizza,2018,0,CONSENSUS,1,1,1,CA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing || We will not guarantee your note, lease or other obligations",1
S0594,Extreme Pizza,2022,0,CONSENSUS,1,1,1,NASAA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We will not guarantee your note, lease or other obligations.",1
S0594,Extreme Pizza,2023,0,CONSENSUS,1,1,1,NASAA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We will not guarantee your note, lease or other obligations.",1
S0594,Extreme Pizza,2024,0,CONSENSUS,1,1,1,NASAA,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. We will not guarantee your note, lease or other obligations.",1
S0594,Extreme Pizza,2025,1,CONSENSUS,1,1,1,NASAA,third_party_lender_introduction,third_party,other,"We do not offer direct or indirect financing. We will not guarantee your note, lease, or other obligations. We may introduce you to 3rd party companies that can assist you in the process for obtaining financing.",1
U_fcdcbbc8,Eye Level,2026,0,CONSENSUS,1,1,1,WI,no_financing_involvement,none,not_applicable,"We do not offer direct or indirect financing. || We do not guarantee your note, lease, or obligation.",1
U_b8eb2477,Eyemazy,2024,0,CONSENSUS,1,3,2,MN | NASAA_NON_SBA,no_financing_involvement,none,not_applicable,"We do not offer, either directly or indirectly, any financing arrangements to you. || We do not guarantee your notes, leases or other obligations.",1
